geneticSequenceID,taxonID,sequenceTaxonAuthorityID,confidence
74846,SH211193.07FU,unite_v3,100.0
74853,SH211193.07FU,unite_v3,100.0
74860,SH211193.07FU,unite_v3,100.0
74867,SH211193.07FU,unite_v3,100.0
74874,SH211193.07FU,unite_v3,100.0
74881,SH211193.07FU,unite_v3,100.0
74888,SH211193.07FU,unite_v3,100.0
74895,SH211193.07FU,unite_v3,100.0
74902,SH220724.07FU,unite_v3,98.1
74909,SH220724.07FU,unite_v3,98.1
74916,SH220724.07FU,unite_v3,98.1
74923,SH220724.07FU,unite_v3,98.1
74930,SH220724.07FU,unite_v3,98.1
74937,SH220724.07FU,unite_v3,98.1
74944,SH220724.07FU,unite_v3,98.1
74951,SH220724.07FU,unite_v3,98.1
74958,SH220724.07FU,unite_v3,98.1
74965,SH493693.07FU,unite_v3,98.1
74972,SH493693.07FU,unite_v3,98.1
74979,SH493693.07FU,unite_v3,98.1
74986,SH493693.07FU,unite_v3,98.1
74993,SH493693.07FU,unite_v3,98.1
75000,SH493693.07FU,unite_v3,98.1
75007,SH493693.07FU,unite_v3,98.1
75014,SH014048.07FU,unite_v3,85.4
75021,SH022888.07FU,unite_v3,95.1
75028,SH022888.07FU,unite_v3,95.1
75035,SH022888.07FU,unite_v3,95.1
75042,SH022888.07FU,unite_v3,95.1
75049,SH022888.07FU,unite_v3,95.1
75056,SH022888.07FU,unite_v3,95.1
75063,SH022888.07FU,unite_v3,95.1
75070,SH022888.07FU,unite_v3,95.1
75077,SH022888.07FU,unite_v3,95.1
75084,SH022888.07FU,unite_v3,95.1
75091,SH022888.07FU,unite_v3,95.1
75098,SH022888.07FU,unite_v3,95.1
75105,SH022888.07FU,unite_v3,95.1
75112,SH022888.07FU,unite_v3,95.1
75119,SH022888.07FU,unite_v3,95.1
75126,SH022888.07FU,unite_v3,95.1
75133,SH022888.07FU,unite_v3,95.1
75140,SH022888.07FU,unite_v3,95.1
75147,SH022888.07FU,unite_v3,95.1
75154,SH022888.07FU,unite_v3,95.1
75161,SH022888.07FU,unite_v3,95.1
75168,SH216284.07FU,unite_v3,94.3
75175,SH216284.07FU,unite_v3,94.3
75182,SH218436.07FU,unite_v3,100.0
75189,SH218436.07FU,unite_v3,100.0
75196,SH218436.07FU,unite_v3,100.0
75203,SH218436.07FU,unite_v3,100.0
75210,SH218436.07FU,unite_v3,100.0
75217,SH177376.07FU,unite_v3,98.0
75224,SH177376.07FU,unite_v3,98.0
75231,SH177376.07FU,unite_v3,98.0
75238,SH177376.07FU,unite_v3,98.0
75245,SH177376.07FU,unite_v3,98.0
75252,SH177376.07FU,unite_v3,98.0
75259,SH177376.07FU,unite_v3,98.0
75266,SH177376.07FU,unite_v3,98.0
75273,SH177376.07FU,unite_v3,98.0
75280,SH177376.07FU,unite_v3,98.0
75287,SH177376.07FU,unite_v3,98.0
75294,SH004483.07FU,unite_v3,93.4
75301,SH004483.07FU,unite_v3,93.4
75308,SH004483.07FU,unite_v3,93.4
75315,SH004483.07FU,unite_v3,93.4
75322,SH004483.07FU,unite_v3,93.4
75329,SH004483.07FU,unite_v3,93.4
75336,SH004483.07FU,unite_v3,93.4
75343,SH004483.07FU,unite_v3,93.4
75350,SH004483.07FU,unite_v3,93.4
75357,SH521497.07FU,unite_v3,91.5
75364,SH521497.07FU,unite_v3,91.5
75371,SH521497.07FU,unite_v3,91.5
75378,SH521497.07FU,unite_v3,91.5
75385,SH521497.07FU,unite_v3,91.5
75392,SH176957.07FU,unite_v3,94.8
75399,SH176957.07FU,unite_v3,94.8
75406,SH176957.07FU,unite_v3,94.8
75413,SH176957.07FU,unite_v3,94.8
75420,SH001888.07FU,unite_v3,94.9
75427,SH001888.07FU,unite_v3,94.9
75434,SH001888.07FU,unite_v3,94.9
75441,SH001888.07FU,unite_v3,94.9
75448,SH001888.07FU,unite_v3,94.9
75455,SH001888.07FU,unite_v3,94.9
75462,SH001888.07FU,unite_v3,94.9
75469,SH001888.07FU,unite_v3,94.9
75476,SH001888.07FU,unite_v3,94.9
75483,SH007572.07FU,unite_v3,82.2
75490,SH202458.07FU,unite_v3,97.4
75497,SH202458.07FU,unite_v3,97.4
75504,SH202458.07FU,unite_v3,97.4
75511,SH202458.07FU,unite_v3,97.4
75518,SH202458.07FU,unite_v3,97.4
75525,SH202458.07FU,unite_v3,97.4
75532,SH202458.07FU,unite_v3,97.4
75539,SH202458.07FU,unite_v3,97.4
75546,SH202458.07FU,unite_v3,97.4
75553,SH202458.07FU,unite_v3,97.4
75560,SH202458.07FU,unite_v3,97.4
75567,SH202458.07FU,unite_v3,97.4
75574,SH202458.07FU,unite_v3,97.4
75581,SH202458.07FU,unite_v3,97.4
75588,SH202458.07FU,unite_v3,97.4
75595,SH202458.07FU,unite_v3,97.4
75602,SH202458.07FU,unite_v3,97.4
75609,SH202458.07FU,unite_v3,97.4
75616,SH202458.07FU,unite_v3,97.4
75623,SH202458.07FU,unite_v3,97.4
75630,SH199186.07FU,unite_v3,80.4
75637,SH199186.07FU,unite_v3,80.4
75644,SH199186.07FU,unite_v3,80.4
75651,SH199186.07FU,unite_v3,80.4
75658,SH199186.07FU,unite_v3,80.4
75665,SH199186.07FU,unite_v3,80.4
75672,SH199186.07FU,unite_v3,80.4
75679,SH199186.07FU,unite_v3,80.4
75686,SH199186.07FU,unite_v3,80.4
75693,SH199186.07FU,unite_v3,80.4
75700,SH199186.07FU,unite_v3,80.4
75707,SH199186.07FU,unite_v3,80.4
75714,SH199186.07FU,unite_v3,80.4
75721,SH199186.07FU,unite_v3,80.4
75728,SH199186.07FU,unite_v3,80.4
75735,SH199186.07FU,unite_v3,80.4
75742,SH199186.07FU,unite_v3,80.4
75749,SH199186.07FU,unite_v3,80.4
75756,SH199186.07FU,unite_v3,80.4
75763,SH199186.07FU,unite_v3,80.4
75770,SH199186.07FU,unite_v3,80.4
75777,SH199186.07FU,unite_v3,80.4
75784,SH199186.07FU,unite_v3,80.4
75791,SH199186.07FU,unite_v3,80.4
75798,SH199186.07FU,unite_v3,80.4
75805,SH199186.07FU,unite_v3,80.4
75812,SH199186.07FU,unite_v3,80.4
75819,SH199186.07FU,unite_v3,80.4
75826,SH199186.07FU,unite_v3,80.4
75833,SH199186.07FU,unite_v3,80.4
75840,SH199186.07FU,unite_v3,80.4
75847,SH199186.07FU,unite_v3,80.4
75854,SH199186.07FU,unite_v3,80.4
75861,SH199186.07FU,unite_v3,80.4
75868,SH199186.07FU,unite_v3,80.4
75875,SH199186.07FU,unite_v3,80.4
75882,SH199186.07FU,unite_v3,80.4
75889,SH199186.07FU,unite_v3,80.4
75896,SH199186.07FU,unite_v3,80.4
75903,SH199186.07FU,unite_v3,80.4
75910,SH199186.07FU,unite_v3,80.4
75917,SH199186.07FU,unite_v3,80.4
75924,SH199186.07FU,unite_v3,80.4
75931,SH199186.07FU,unite_v3,80.4
75938,SH199186.07FU,unite_v3,80.4
75945,SH199186.07FU,unite_v3,80.4
75952,SH199186.07FU,unite_v3,80.4
75959,SH199186.07FU,unite_v3,80.4
75966,SH199186.07FU,unite_v3,80.4
75973,SH199186.07FU,unite_v3,80.4
75980,SH199186.07FU,unite_v3,80.4
75987,SH199186.07FU,unite_v3,80.4
75994,SH199186.07FU,unite_v3,80.4
76001,SH199186.07FU,unite_v3,80.4
76008,SH221722.07FU,unite_v3,100.0
76015,SH221722.07FU,unite_v3,100.0
76022,SH221722.07FU,unite_v3,100.0
76029,SH191314.07FU,unite_v3,100.0
76036,SH191314.07FU,unite_v3,100.0
76043,SH191314.07FU,unite_v3,100.0
76050,SH191314.07FU,unite_v3,100.0
76057,SH188606.07FU,unite_v3,100.0
76064,SH188606.07FU,unite_v3,100.0
76071,SH188606.07FU,unite_v3,100.0
76078,SH184524.07FU,unite_v3,100.0
76085,SH184524.07FU,unite_v3,100.0
76092,SH184524.07FU,unite_v3,100.0
76099,SH184524.07FU,unite_v3,100.0
76106,SH184524.07FU,unite_v3,100.0
76113,SH199649.07FU,unite_v3,100.0
76120,SH199649.07FU,unite_v3,100.0
76127,SH199649.07FU,unite_v3,100.0
76134,SH199649.07FU,unite_v3,100.0
76141,SH199649.07FU,unite_v3,100.0
76148,SH199649.07FU,unite_v3,100.0
76155,SH199649.07FU,unite_v3,100.0
76162,SH199649.07FU,unite_v3,100.0
76169,SH199649.07FU,unite_v3,100.0
76176,SH199649.07FU,unite_v3,100.0
76183,SH199649.07FU,unite_v3,100.0
76190,SH199649.07FU,unite_v3,100.0
76197,SH199649.07FU,unite_v3,100.0
76204,SH199649.07FU,unite_v3,100.0
76211,SH199649.07FU,unite_v3,100.0
76218,SH199649.07FU,unite_v3,100.0
76225,SH199649.07FU,unite_v3,100.0
76232,SH199649.07FU,unite_v3,100.0
76239,SH199651.07FU,unite_v3,99.1
76246,SH199651.07FU,unite_v3,99.1
76253,SH199651.07FU,unite_v3,99.1
76260,SH199651.07FU,unite_v3,99.1
76267,SH199651.07FU,unite_v3,99.1
76274,SH199651.07FU,unite_v3,99.1
76281,SH199651.07FU,unite_v3,99.1
76288,SH199651.07FU,unite_v3,99.1
76295,SH199651.07FU,unite_v3,99.1
76302,SH199651.07FU,unite_v3,99.1
76309,SH199651.07FU,unite_v3,99.1
76316,SH199651.07FU,unite_v3,99.1
76323,SH188589.07FU,unite_v3,100.0
76330,SH188589.07FU,unite_v3,100.0
76337,SH188589.07FU,unite_v3,100.0
76344,SH188589.07FU,unite_v3,100.0
76351,SH188589.07FU,unite_v3,100.0
76358,SH188589.07FU,unite_v3,100.0
76365,SH188589.07FU,unite_v3,100.0
76372,SH188589.07FU,unite_v3,100.0
76379,SH188589.07FU,unite_v3,100.0
76386,SH188589.07FU,unite_v3,100.0
76393,SH201265.07FU,unite_v3,98.0
76400,SH201265.07FU,unite_v3,98.0
76407,SH201265.07FU,unite_v3,98.0
76414,SH201265.07FU,unite_v3,98.0
76421,SH201265.07FU,unite_v3,98.0
76428,SH201265.07FU,unite_v3,98.0
76435,SH201265.07FU,unite_v3,98.0
76442,SH201265.07FU,unite_v3,98.0
76449,SH201265.07FU,unite_v3,98.0
76456,SH201265.07FU,unite_v3,98.0
76463,SH201265.07FU,unite_v3,98.0
76470,SH201265.07FU,unite_v3,98.0
76477,SH217841.07FU,unite_v3,97.4
76484,SH217841.07FU,unite_v3,97.4
76491,SH217841.07FU,unite_v3,97.4
76498,SH217841.07FU,unite_v3,97.4
76505,SH217841.07FU,unite_v3,97.4
76512,SH217841.07FU,unite_v3,97.4
76519,SH217841.07FU,unite_v3,97.4
76526,SH217841.07FU,unite_v3,97.4
76533,SH217841.07FU,unite_v3,97.4
76540,SH217841.07FU,unite_v3,97.4
76547,SH217841.07FU,unite_v3,97.4
76554,SH217841.07FU,unite_v3,97.4
76561,SH217841.07FU,unite_v3,97.4
76568,SH477636.07FU,unite_v3,79.1
76575,SH477636.07FU,unite_v3,79.1
76582,SH477636.07FU,unite_v3,79.1
76589,SH477636.07FU,unite_v3,79.1
76596,SH477636.07FU,unite_v3,79.1
76603,SH477636.07FU,unite_v3,79.1
76610,SH477636.07FU,unite_v3,79.1
76617,SH477636.07FU,unite_v3,79.1
76624,SH185111.07FU,unite_v3,96.3
76631,SH185111.07FU,unite_v3,96.3
76638,SH185111.07FU,unite_v3,96.3
76645,SH185111.07FU,unite_v3,96.3
76652,SH185111.07FU,unite_v3,96.3
76659,SH185111.07FU,unite_v3,96.3
76666,SH185111.07FU,unite_v3,96.3
76673,SH185111.07FU,unite_v3,96.3
76680,SH185111.07FU,unite_v3,96.3
76687,SH185111.07FU,unite_v3,96.3
76694,SH185111.07FU,unite_v3,96.3
76701,SH185111.07FU,unite_v3,96.3
76708,SH185111.07FU,unite_v3,96.3
76715,SH185111.07FU,unite_v3,96.3
76722,SH185111.07FU,unite_v3,96.3
76729,SH185111.07FU,unite_v3,96.3
76736,SH185111.07FU,unite_v3,96.3
76743,SH185111.07FU,unite_v3,96.3
76750,SH217100.07FU,unite_v3,98.2
76757,SH204079.07FU,unite_v3,91.7
76764,SH204079.07FU,unite_v3,91.7
76771,SH204079.07FU,unite_v3,91.7
76778,SH204079.07FU,unite_v3,91.7
76785,SH204079.07FU,unite_v3,91.7
76792,SH204079.07FU,unite_v3,91.7
76799,SH204079.07FU,unite_v3,91.7
76806,SH204079.07FU,unite_v3,91.7
76813,SH027768.07FU,unite_v3,95.3
76820,SH027768.07FU,unite_v3,95.3
76827,SH027768.07FU,unite_v3,95.3
76834,SH027768.07FU,unite_v3,95.3
76841,SH027768.07FU,unite_v3,95.3
76848,SH027768.07FU,unite_v3,95.3
76855,SH027768.07FU,unite_v3,95.3
76862,SH027768.07FU,unite_v3,95.3
76869,SH027768.07FU,unite_v3,95.3
76876,SH027768.07FU,unite_v3,95.3
76883,SH027768.07FU,unite_v3,95.3
76890,SH027768.07FU,unite_v3,95.3
76897,SH027768.07FU,unite_v3,95.3
76904,SH027768.07FU,unite_v3,95.3
76911,SH027768.07FU,unite_v3,95.3
76918,SH027768.07FU,unite_v3,95.3
76925,SH027768.07FU,unite_v3,95.3
76932,SH027768.07FU,unite_v3,95.3
76939,SH027768.07FU,unite_v3,95.3
76946,SH027768.07FU,unite_v3,95.3
76953,SH027768.07FU,unite_v3,95.3
76960,SH027768.07FU,unite_v3,95.3
76967,SH221789.07FU,unite_v3,96.8
76974,SH190703.07FU,unite_v3,92.9
76981,SH190703.07FU,unite_v3,92.9
76988,SH190703.07FU,unite_v3,92.9
76995,SH533909.07FU,unite_v3,100.0
77002,SH174386.07FU,unite_v3,100.0
77009,SH174386.07FU,unite_v3,100.0
77016,SH174386.07FU,unite_v3,100.0
77023,SH177806.07FU,unite_v3,100.0
77030,SH177806.07FU,unite_v3,100.0
77037,SH177806.07FU,unite_v3,100.0
77044,SH177806.07FU,unite_v3,100.0
77051,SH204279.07FU,unite_v3,87.1
77058,SH204279.07FU,unite_v3,87.1
77065,SH204279.07FU,unite_v3,87.1
77072,SH203655.07FU,unite_v3,90.0
77079,SH203655.07FU,unite_v3,90.0
77086,SH203655.07FU,unite_v3,90.0
77093,SH203655.07FU,unite_v3,90.0
77100,SH203655.07FU,unite_v3,90.0
77107,SH203655.07FU,unite_v3,90.0
77114,SH182913.07FU,unite_v3,94.0
77121,SH182913.07FU,unite_v3,94.0
77128,SH182913.07FU,unite_v3,94.0
77135,SH199072.07FU,unite_v3,99.6
77142,SH199072.07FU,unite_v3,99.6
77149,SH199072.07FU,unite_v3,99.6
77156,SH199072.07FU,unite_v3,99.6
77163,SH199072.07FU,unite_v3,99.6
77170,SH199072.07FU,unite_v3,99.6
77177,SH199072.07FU,unite_v3,99.6
77184,SH199072.07FU,unite_v3,99.6
77191,SH199072.07FU,unite_v3,99.6
77198,SH199072.07FU,unite_v3,99.6
77205,SH199072.07FU,unite_v3,99.6
77212,SH199072.07FU,unite_v3,99.6
77219,SH199072.07FU,unite_v3,99.6
77226,SH199072.07FU,unite_v3,99.6
77233,SH199072.07FU,unite_v3,99.6
77240,SH199072.07FU,unite_v3,99.6
77247,SH199072.07FU,unite_v3,99.6
77254,SH199072.07FU,unite_v3,99.6
77261,SH199072.07FU,unite_v3,99.6
77268,SH199072.07FU,unite_v3,99.6
77275,SH199072.07FU,unite_v3,99.6
77282,SH199072.07FU,unite_v3,99.6
77289,SH199072.07FU,unite_v3,99.6
77296,SH199072.07FU,unite_v3,99.6
77303,SH199612.07FU,unite_v3,97.3
77310,SH199612.07FU,unite_v3,97.3
77317,SH199612.07FU,unite_v3,97.3
77324,SH199612.07FU,unite_v3,97.3
77331,SH199612.07FU,unite_v3,97.3
77338,SH199612.07FU,unite_v3,97.3
77345,SH199612.07FU,unite_v3,97.3
77352,SH193239.07FU,unite_v3,95.0
77359,SH193239.07FU,unite_v3,95.0
77366,SH193239.07FU,unite_v3,95.0
77373,SH193239.07FU,unite_v3,95.0
77380,SH193239.07FU,unite_v3,95.0
77387,SH193239.07FU,unite_v3,95.0
77394,SH193239.07FU,unite_v3,95.0
77401,SH032854.07FU,unite_v3,90.4
77408,SH032854.07FU,unite_v3,90.4
77415,SH032854.07FU,unite_v3,90.4
77422,SH032854.07FU,unite_v3,90.4
77429,SH198655.07FU,unite_v3,98.0
77436,SH198655.07FU,unite_v3,98.0
77443,SH198655.07FU,unite_v3,98.0
77450,SH198655.07FU,unite_v3,98.0
77457,SH198655.07FU,unite_v3,98.0
77464,SH211414.07FU,unite_v3,96.5
77471,SH211414.07FU,unite_v3,96.5
77478,SH211414.07FU,unite_v3,96.5
77485,SH211414.07FU,unite_v3,96.5
77492,SH211414.07FU,unite_v3,96.5
77499,SH211414.07FU,unite_v3,96.5
77506,SH211414.07FU,unite_v3,96.5
77513,SH211414.07FU,unite_v3,96.5
77520,SH211414.07FU,unite_v3,96.5
77527,SH211414.07FU,unite_v3,96.5
77534,SH211414.07FU,unite_v3,96.5
77541,SH211414.07FU,unite_v3,96.5
77548,SH211414.07FU,unite_v3,96.5
77555,SH211414.07FU,unite_v3,96.5
77562,SH211414.07FU,unite_v3,96.5
77569,SH211414.07FU,unite_v3,96.5
77576,SH211414.07FU,unite_v3,96.5
77583,SH211414.07FU,unite_v3,96.5
77590,SH211414.07FU,unite_v3,96.5
77597,SH211414.07FU,unite_v3,96.5
77604,SH211414.07FU,unite_v3,96.5
77611,SH211414.07FU,unite_v3,96.5
77618,SH211414.07FU,unite_v3,96.5
77625,SH467241.07FU,unite_v3,82.1
77632,SH467241.07FU,unite_v3,82.1
77639,SH467241.07FU,unite_v3,82.1
77646,SH467241.07FU,unite_v3,82.1
77653,SH467241.07FU,unite_v3,82.1
77660,SH188124.07FU,unite_v3,99.4
77667,SH186350.07FU,unite_v3,97.2
77674,SH186350.07FU,unite_v3,97.2
77681,SH186350.07FU,unite_v3,97.2
77688,SH186350.07FU,unite_v3,97.2
77695,SH186350.07FU,unite_v3,97.2
77702,SH180130.07FU,unite_v3,97.2
77709,SH180130.07FU,unite_v3,97.2
77716,SH180130.07FU,unite_v3,97.2
77723,SH180130.07FU,unite_v3,97.2
77730,SH180130.07FU,unite_v3,97.2
77737,SH180130.07FU,unite_v3,97.2
77744,SH180130.07FU,unite_v3,97.2
77751,SH180130.07FU,unite_v3,97.2
77758,SH180130.07FU,unite_v3,97.2
77765,SH180130.07FU,unite_v3,97.2
77772,SH180130.07FU,unite_v3,97.2
77779,SH180130.07FU,unite_v3,97.2
77786,SH180130.07FU,unite_v3,97.2
77793,SH180130.07FU,unite_v3,97.2
77800,SH180130.07FU,unite_v3,97.2
77807,SH180130.07FU,unite_v3,97.2
77814,SH206129.07FU,unite_v3,95.0
77821,SH176266.07FU,unite_v3,99.6
77828,SH176266.07FU,unite_v3,99.6
77835,SH176266.07FU,unite_v3,99.6
77842,SH207075.07FU,unite_v3,100.0
77849,SH207075.07FU,unite_v3,100.0
77856,SH207075.07FU,unite_v3,100.0
77863,SH207075.07FU,unite_v3,100.0
77870,SH207075.07FU,unite_v3,100.0
77877,SH207075.07FU,unite_v3,100.0
77884,SH207075.07FU,unite_v3,100.0
77891,SH207075.07FU,unite_v3,100.0
77898,SH207075.07FU,unite_v3,100.0
77905,SH207075.07FU,unite_v3,100.0
77912,SH207075.07FU,unite_v3,100.0
77919,SH207075.07FU,unite_v3,100.0
77926,SH207075.07FU,unite_v3,100.0
77933,SH207075.07FU,unite_v3,100.0
77940,SH207075.07FU,unite_v3,100.0
77947,SH207075.07FU,unite_v3,100.0
77954,SH207075.07FU,unite_v3,100.0
77961,SH207075.07FU,unite_v3,100.0
77968,SH207075.07FU,unite_v3,100.0
77975,SH207075.07FU,unite_v3,100.0
77982,SH207075.07FU,unite_v3,100.0
77989,SH207075.07FU,unite_v3,100.0
77996,SH207075.07FU,unite_v3,100.0
78003,SH207075.07FU,unite_v3,100.0
78010,SH207075.07FU,unite_v3,100.0
78017,SH207075.07FU,unite_v3,100.0
78024,SH207075.07FU,unite_v3,100.0
78031,SH207075.07FU,unite_v3,100.0
78038,SH207075.07FU,unite_v3,100.0
78045,SH207075.07FU,unite_v3,100.0
78052,SH207075.07FU,unite_v3,100.0
78059,SH207075.07FU,unite_v3,100.0
78066,SH180140.07FU,unite_v3,100.0
78073,SH180140.07FU,unite_v3,100.0
78080,SH180140.07FU,unite_v3,100.0
78087,SH180140.07FU,unite_v3,100.0
78094,SH180140.07FU,unite_v3,100.0
78101,SH180140.07FU,unite_v3,100.0
78108,SH180140.07FU,unite_v3,100.0
78115,SH180140.07FU,unite_v3,100.0
78122,SH180140.07FU,unite_v3,100.0
78129,SH180140.07FU,unite_v3,100.0
78136,SH180140.07FU,unite_v3,100.0
78143,SH180140.07FU,unite_v3,100.0
78150,SH180140.07FU,unite_v3,100.0
78157,SH216880.07FU,unite_v3,92.5
78164,SH216880.07FU,unite_v3,92.5
78171,SH216880.07FU,unite_v3,92.5
78178,SH188455.07FU,unite_v3,100.0
78185,SH188455.07FU,unite_v3,100.0
78192,SH188455.07FU,unite_v3,100.0
78199,SH188455.07FU,unite_v3,100.0
78206,SH188455.07FU,unite_v3,100.0
78213,SH188455.07FU,unite_v3,100.0
78220,SH188455.07FU,unite_v3,100.0
78227,SH188455.07FU,unite_v3,100.0
78234,SH188455.07FU,unite_v3,100.0
78241,SH188455.07FU,unite_v3,100.0
78248,SH188455.07FU,unite_v3,100.0
78255,SH187072.07FU,unite_v3,100.0
78262,SH187072.07FU,unite_v3,100.0
78269,SH187072.07FU,unite_v3,100.0
78276,SH187072.07FU,unite_v3,100.0
78283,SH187072.07FU,unite_v3,100.0
78290,SH187072.07FU,unite_v3,100.0
78297,SH187072.07FU,unite_v3,100.0
78304,SH187072.07FU,unite_v3,100.0
78311,SH187072.07FU,unite_v3,100.0
78318,SH187072.07FU,unite_v3,100.0
78325,SH187072.07FU,unite_v3,100.0
78332,SH187072.07FU,unite_v3,100.0
78339,SH187072.07FU,unite_v3,100.0
78346,SH187072.07FU,unite_v3,100.0
78353,SH187072.07FU,unite_v3,100.0
78360,SH187072.07FU,unite_v3,100.0
78367,SH187072.07FU,unite_v3,100.0
78374,SH187072.07FU,unite_v3,100.0
78381,SH187072.07FU,unite_v3,100.0
78388,SH187072.07FU,unite_v3,100.0
78395,SH187072.07FU,unite_v3,100.0
78402,SH187072.07FU,unite_v3,100.0
78409,SH187072.07FU,unite_v3,100.0
78416,SH187072.07FU,unite_v3,100.0
78423,SH187072.07FU,unite_v3,100.0
78430,SH187072.07FU,unite_v3,100.0
78437,SH187072.07FU,unite_v3,100.0
78444,SH187072.07FU,unite_v3,100.0
78451,SH187072.07FU,unite_v3,100.0
78458,SH187072.07FU,unite_v3,100.0
78465,SH187072.07FU,unite_v3,100.0
78472,SH187072.07FU,unite_v3,100.0
78479,SH187072.07FU,unite_v3,100.0
78486,SH187072.07FU,unite_v3,100.0
78493,SH187072.07FU,unite_v3,100.0
78500,SH187072.07FU,unite_v3,100.0
78507,SH187072.07FU,unite_v3,100.0
78514,SH187072.07FU,unite_v3,100.0
78521,SH187072.07FU,unite_v3,100.0
78528,SH187072.07FU,unite_v3,100.0
78535,SH185972.07FU,unite_v3,99.1
78542,SH185972.07FU,unite_v3,99.1
78549,SH185972.07FU,unite_v3,99.1
78556,SH185972.07FU,unite_v3,99.1
78563,SH185972.07FU,unite_v3,99.1
78570,SH185972.07FU,unite_v3,99.1
78577,SH185972.07FU,unite_v3,99.1
78584,SH185972.07FU,unite_v3,99.1
78591,SH185972.07FU,unite_v3,99.1
78598,SH185972.07FU,unite_v3,99.1
78605,SH185972.07FU,unite_v3,99.1
78612,SH185972.07FU,unite_v3,99.1
78619,SH185972.07FU,unite_v3,99.1
78626,SH185972.07FU,unite_v3,99.1
78633,SH185972.07FU,unite_v3,99.1
78640,SH185972.07FU,unite_v3,99.1
78647,SH185972.07FU,unite_v3,99.1
78654,SH185972.07FU,unite_v3,99.1
78661,SH185972.07FU,unite_v3,99.1
78668,SH185972.07FU,unite_v3,99.1
78675,SH185972.07FU,unite_v3,99.1
78682,SH185972.07FU,unite_v3,99.1
78689,SH185972.07FU,unite_v3,99.1
78696,SH185972.07FU,unite_v3,99.1
78703,SH185972.07FU,unite_v3,99.1
78710,SH185972.07FU,unite_v3,99.1
78717,SH185972.07FU,unite_v3,99.1
78724,SH185972.07FU,unite_v3,99.1
78731,SH185972.07FU,unite_v3,99.1
78738,SH185972.07FU,unite_v3,99.1
78745,SH185972.07FU,unite_v3,99.1
78752,SH185972.07FU,unite_v3,99.1
78759,SH185972.07FU,unite_v3,99.1
78766,SH185972.07FU,unite_v3,99.1
78773,SH185972.07FU,unite_v3,99.1
78780,SH185972.07FU,unite_v3,99.1
78787,SH185972.07FU,unite_v3,99.1
78794,SH185972.07FU,unite_v3,99.1
78801,SH185972.07FU,unite_v3,99.1
78808,SH185972.07FU,unite_v3,99.1
78815,SH185972.07FU,unite_v3,99.1
78822,SH185972.07FU,unite_v3,99.1
78829,SH197468.07FU,unite_v3,94.0
78836,SH197468.07FU,unite_v3,94.0
78843,SH197468.07FU,unite_v3,94.0
78850,SH197468.07FU,unite_v3,94.0
78857,SH197468.07FU,unite_v3,94.0
78864,SH197468.07FU,unite_v3,94.0
78871,SH030368.07FU,unite_v3,88.1
78878,SH030368.07FU,unite_v3,88.1
78885,SH030368.07FU,unite_v3,88.1
78892,SH030368.07FU,unite_v3,88.1
78899,SH030368.07FU,unite_v3,88.1
78906,SH202696.07FU,unite_v3,100.0
78913,SH202696.07FU,unite_v3,100.0
78920,SH202696.07FU,unite_v3,100.0
78927,SH202696.07FU,unite_v3,100.0
78934,SH202696.07FU,unite_v3,100.0
78941,SH202696.07FU,unite_v3,100.0
78948,SH202696.07FU,unite_v3,100.0
78955,SH202696.07FU,unite_v3,100.0
78962,SH202696.07FU,unite_v3,100.0
78969,SH202696.07FU,unite_v3,100.0
78976,SH202696.07FU,unite_v3,100.0
78983,SH202696.07FU,unite_v3,100.0
78990,SH202696.07FU,unite_v3,100.0
78997,SH202696.07FU,unite_v3,100.0
79004,SH497022.07FU,unite_v3,82.9
79011,SH497022.07FU,unite_v3,82.9
79018,SH497022.07FU,unite_v3,82.9
79025,SH497022.07FU,unite_v3,82.9
79032,SH497022.07FU,unite_v3,82.9
79039,SH497022.07FU,unite_v3,82.9
79046,SH497022.07FU,unite_v3,82.9
79053,SH497022.07FU,unite_v3,82.9
79060,SH497022.07FU,unite_v3,82.9
79067,SH030766.07FU,unite_v3,98.9
79074,SH030766.07FU,unite_v3,98.9
79081,SH030766.07FU,unite_v3,98.9
79088,SH030766.07FU,unite_v3,98.9
79095,SH030766.07FU,unite_v3,98.9
79102,SH030766.07FU,unite_v3,98.9
79109,SH015434.07FU,unite_v3,96.2
79116,SH015434.07FU,unite_v3,96.2
79123,SH015434.07FU,unite_v3,96.2
79130,SH015434.07FU,unite_v3,96.2
79137,SH015434.07FU,unite_v3,96.2
79144,SH015434.07FU,unite_v3,96.2
79151,SH015434.07FU,unite_v3,96.2
79158,SH015434.07FU,unite_v3,96.2
79165,SH015434.07FU,unite_v3,96.2
79172,SH015434.07FU,unite_v3,96.2
79179,SH015434.07FU,unite_v3,96.2
79186,SH015249.07FU,unite_v3,92.0
79193,SH015249.07FU,unite_v3,92.0
79200,SH015249.07FU,unite_v3,92.0
79207,SH015249.07FU,unite_v3,92.0
79214,SH015249.07FU,unite_v3,92.0
79221,SH015249.07FU,unite_v3,92.0
79228,SH015249.07FU,unite_v3,92.0
79235,SH015249.07FU,unite_v3,92.0
79242,SH015249.07FU,unite_v3,92.0
79249,SH220820.07FU,unite_v3,99.6
79256,SH220820.07FU,unite_v3,99.6
79263,SH220820.07FU,unite_v3,99.6
79270,SH220820.07FU,unite_v3,99.6
79277,SH217480.07FU,unite_v3,98.6
